;movie_title;HCA
2985;In the Cut ;47
2986;Two Lovers ;101
2987;Last Orders ;19
2988;The Host ;87
2989;The Pursuit of D.B. Cooper ;136
2990;Ravenous ;7
2991;Charlie Bartlett ;100
2992;The Great Beauty ;19
2993;The Dangerous Lives of Altar Boys ;114
2994;Stoker ;25
2995;2046 ;22
2996;Married Life ;63
2997;Duma ;134
2998;Ondine ;54
2999;Brother ;64
3000;Welcome to Collinwood ;73
3001;Critical Care ;114
3002;The Life Before Her Eyes ;55
3003;Darling Companion ;100
3004;Trade ;64
3005;Fateless ;32
3006;Breakfast of Champions ;85
3007;A Woman, a Gun and a Noodle Shop ;114
3008;Cypher ;47
3009;City of Life and Death ;31
3011;Legend of Kung Fu Rabbit ;128
3012;Space Battleship Yamato ;149
3013;5 Days of War ;35
3014;Triangle ;56
3015;10 Days in a Madhouse ;19
3016;Heaven Is for Real ;41
3017;Snatch ;73
3018;Dancin' It's On ;91
3019;Pet Sematary ;5
3020;Madadayo ;19
3021;The Cry of the Owl ;25
3022;A Tale of Three Cities ;19
3023;Gremlins ;113
3024;Star Wars: Episode IV - A New Hope ;159
3025;Dirty Grandpa ;85
3026;Doctor Zhivago ;32
3027;Trash ;136
3028;High School Musical 3: Senior Year ;93
3029;The Fighter ;117
3030;Jackass Number Two ;69
3031;My Cousin Vinny ;73
3032;If I Stay ;111
3033;Drive Hard ;79
3034;Major League ;116
3035;St. Trinian's ;85
3036;Phone Booth ;67
3037;A Walk to Remember ;101
3038;Dead Man Walking ;59
3039;Cruel Intentions ;101
3040;Saw VI ;10
3041;History of the World: Part I ;85
3042;The Secret Life of Bees ;19
3043;Corky Romano ;73
3044;Raising Cain ;64
3045;F.I.S.T. ;19
3046;Invaders from Mars ;2
3047;Brooklyn ;101
3048;Barry Lyndon ;31
3049;Out Cold ;116
3050;The Ladies Man ;85
3051;Quartet ;114
3052;Tomcats ;85
3053;Frailty ;64
3054;Woman in Gold ;36
3055;Kinsey ;41
3056;Army of Darkness ;113
3057;Slackers ;82
3058;What's Eating Gilbert Grape ;101
3059;The Visual Bible: The Gospel of John ;36
3060;Vera Drake ;59
3061;The Guru ;91
3062;The Perez Family ;100
3063;Inside Llewyn Davis ;98
3064;O ;54
3065;Return to the Blue Lagoon ;154
3066;The Molly Maguires ;38
3067;Romance & Cigarettes ;91
3068;Copying Beethoven ;97
3070;Brighton Rock ;64
3071;Saw V ;10
3072;Machine Gun McCain ;64
3073;LOL ;100
3074;Jindabyne ;50
3075;Kabhi Alvida Naa Kehna ;19
3076;An Ideal Husband ;82
3077;The Last Days on Mars ;15
3078;Darkness ;8
3079;2001: A Space Odyssey ;48
3080;E.T. the Extra-Terrestrial ;90
3081;In the Land of Women ;100
3082;The Blue Butterfly ;150
3083;There Goes My Baby ;114
3084;Lovesick             ;85
3085;Housefull ;85
3086;September Dawn ;21
3087;For Greater Glory: The True Story of Cristiada ;31
3088;La Famille Bélier ;96
3089;Good Will Hunting ;19
3090;Misconduct ;25
3091;Saw III ;10
3092;Stripes ;33
3093;Bring It On ;116
3094;The Purge: Election Year ;4
3095;She's All That ;82
3097;Saw IV ;10
3098;White Noise ;13
3099;Madea's Family Reunion ;100
3100;The Color of Money ;118
3101;The Longest Day ;30
3102;The Mighty Ducks ;109
3103;The Grudge ;11
3104;Happy Gilmore ;116
3105;Jeepers Creepers ;10
3106;Bill & Ted's Excellent Adventure ;89
3107;Oliver! ;93
3108;The Best Exotic Marigold Hotel ;114
3109;Recess: School's Out ;129
3110;Mad Max Beyond Thunderdome ;137
3111;Commando ;135
3112;The Boy ;11
3113;Devil ;11
3114;Friday After Next ;114
3115;Insidious: Chapter 3 ;7
3116;The Last Dragon ;81
3118;The Lawnmower Man ;2
3119;Nick and Norah's Infinite Playlist ;95
3120;Dogma ;146
3121;The Banger Sisters ;114
3122;Twilight Zone: The Movie ;2
3123;Road House ;144
3124;A Low Down Dirty Shame ;79
3125;Swimfan ;25
3126;Employee of the Month ;82
3127;Can't Hardly Wait ;82
3128;The Outsiders ;59
3129;Pete's Dragon ;124
3130;The Dead Zone ;15
3131;Sinister 2 ;11
3132;Sparkle ;98
3133;Valentine ;11
3134;The Fourth Kind ;47
3135;A Prairie Home Companion ;96
3136;Sugar Hill ;25
3137;Invasion U.S.A. ;144
3138;Roll Bounce ;95
3139;Rushmore ;114
3140;Skyline ;140
3141;The Second Best Exotic Marigold Hotel ;114
3142;Kit Kittredge: An American Girl ;104
3143;The Perfect Man ;105
3144;Mo' Better Blues ;94
3145;Kung Pow: Enter the Fist ;77
3146;Tremors ;87
3147;Wrong Turn ;17
3148;The Long Riders ;20
3149;The Corruptor ;49
3150;Mud ;19
3151;Reno 911!: Miami ;73
3152;One Direction: This Is Us ;68
3153;The Goods: Live Hard, Sell Hard ;85
3154;Hey Arnold! The Movie ;132
3155;My Week with Marilyn ;41
3156;The Matador ;75
3157;Love Jones ;101
3158;The Gift ;47
3159;End of the Spear ;150
3160;Get Over It ;82
3161;Office Space ;85
3162;Drop Dead Gorgeous ;162
3163;Big Eyes ;63
3164;Very Bad Things ;66
3165;Sleepover ;82
3166;Body Double ;47
3167;MacGruber ;162
3168;Dirty Pretty Things ;64
3169;Movie 43 ;85
3171;Over Her Dead Body ;83
3172;Seeking a Friend for the End of the World ;86
3173;Cedar Rapids ;85
3174;Bones             ;53
3175;American History X ;59
3176;The Collection ;4
3177;Teacher's Pet ;120
3178;The Red Violin ;54
3179;The Straight Story ;41
3180;Deuces Wild ;60
3181;Bad Words ;114
3182;Run, Fatboy, Run ;116
3183;Heartbeeps ;88
3184;Black or White ;19
3185;On the Line ;105
3186;Rescue Dawn ;154
3187;Danny Collins ;96
3188;Jeff, Who Lives at Home ;114
3189;I Am Love ;101
3190;Atlas Shrugged II: The Strike ;22
3191;Romeo Is Bleeding ;57
3192;The Limey ;50
3193;Crash ;64
3194;The House of Mirth ;101
3195;Malone ;28
3196;Peaceful Warrior ;118
3197;Bucky Larson: Born to Be a Star ;85
3198;Bamboozled ;96
3199;The Forest ;11
3200;Sphinx ;48
3201;While We're Young ;114
3202;A Better Life ;101
3203;Spider ;55
3204;Gun Shy ;72
3205;Nicholas Nickleby ;101
3206;The Iceman ;43
3208;Krrish ;161
3209;Cecil B. DeMented ;66
3210;Killer Joe ;62
3211;The Joneses ;114
3212;Owning Mahowny ;64
3213;The Brothers Solomon ;85
3214;My Blueberry Nights ;101
3215;Illuminata ;19
3216;Swept Away ;82
3217;War, Inc. ;145
3218;Shaolin Soccer ;77
3219;The Brown Bunny ;19
3220;The Swindle ;66
3221;Rosewater ;41
3222;The Chambermaid on the Titanic ;101
3223;Coriolanus ;26
3224;Imaginary Heroes ;114
3225;High Heels and Low Lifes ;81
3226;World's Greatest Dad ;114
3227;Severance ;6
3228;Edmond ;25
3229;Welcome to the Rileys ;19
3230;Police Academy: Mission to Moscow ;73
3231;Blood Done Sign My Name ;19
3232;Cinco de Mayo, La Batalla ;31
3233;Elsa & Fred ;100
3234;An Alan Smithee Film: Burn Hollywood Burn ;85
3235;The Open Road ;114
3236;The Good Guy ;82
3237;Motherhood ;114
3238;Free Style ;19
3239;Strangerland ;55
3240;The Janky Promoters ;92
3241;Blonde Ambition ;82
3242;The Oxford Murders ;45
3243;The Reef ;17
3244;Eulogy ;114
3245;White Noise 2: The Light ;7
3246;You Got Served: Beat the World ;98
3247;Fifty Dead Men Walking ;25
3248;Jungle Shuffle ;132
3249;Adam Resurrected ;34
3250;Of Horses and Men ;100
3251;It's a Wonderful Afterlife ;9
3252;The Devil's Tomb ;2
3253;Partition ;101
3254;Good Intentions ;85
3255;The Good, the Bad, the Weird ;148
3256;Nurse 3D ;17
3257;Gunless ;21
3258;Adventureland ;100
3259;The Lost City ;101
3260;Next Friday ;85
3261;American Heist ;57
3262;You Only Live Twice ;135
3263;Plastic ;81
3264;Amour ;101
3265;Poltergeist III ;17
3266;Re-Kill ;1
3267;It's a Mad, Mad, Mad, Mad World ;76
3268;Volver ;53
3269;Heavy Metal ;2
3270;Gentlemen Broncos ;89
3271;Richard III ;34
3272;Into the Grizzly Maze ;4
3273;Kites ;54
3274;Melancholia ;22
3275;Red Dog ;40
3276;Jab Tak Hai Jaan ;101
3277;Alien ;2
3278;The Texas Chain Saw Massacre ;17
3279;The Runaways ;97
3280;Fiddler on the Roof ;93
3281;Thunderball ;135
3282;Detention ;87
3283;Loose Cannons ;100
3284;Set It Off ;61
3285;The Best Man ;114
3286;Child's Play ;5
3287;Sicko ;71
3288;The Purge: Anarchy ;4
3289;Down to You ;100
3290;Harold & Kumar Go to White Castle ;148
3291;The Contender ;25
3292;Boiler Room ;64
3293;Trading Places ;85
3294;Black Christmas ;8
3295;Breakin' All the Rules ;82
3296;Henry V ;30
3297;The Savages ;114
3298;Chasing Papi ;82
3299;The Way of the Gun ;57
3300;Igby Goes Down ;114
3301;PCU ;85
3302;The Ultimate Gift ;102
3303;The Bold and the Beautiful             ;101
3304;The Ice Pirates ;162
3305;Gracie ;117
3306;Trust the Man ;100
3307;Hamlet 2 ;92
3308;Velvet Goldmine ;98
3309;The Wailing ;12
3310;Glee: The 3D Concert Movie ;68
3311;The Legend of Suriyothai ;152
3312;Two Evil Eyes ;8
3313;Barbecue ;85
3314;All or Nothing ;19
3315;Princess Kaiulani ;19
3316;Opal Dream ;104
3318;Flame and Citron ;31
3319;Undiscovered ;91
3320;Red Riding: In the Year of Our Lord 1974 ;50
3321;The Girl on the Train ;19
3322;Veronika Decides to Die ;101
3323;Crocodile Dundee ;148
3324;Ultramarines: A Warhammer 40,000 Movie ;12
3325;The I Inside ;47
3326;Beneath Hill 60 ;31
3327;Polisse ;59
3328;Awake ;45
3329;Star Wars: The Clone Wars             ;149
3330;Skin Trade ;58
3331;The Lost Boys ;113
3332;Crazy Heart ;94
3333;The Rose ;94
3334;Baggage Claim ;85
3335;Barbarella ;89
3336;Shipwrecked ;134
3337;Election ;114
3338;The Namesake ;19
3339;The DUFF ;85
3340;Glitter ;94
3341;The Haunting in Connecticut 2: Ghosts of Georgia ;13
3342;Silmido ;163
3343;Bright Star ;39
3344;My Name Is Khan ;150
3346;All Is Lost ;158
3347;Limbo ;150
3348;Namastey London ;100
3349;The Wind That Shakes the Barley ;34
3350;Yeh Jawaani Hai Deewani ;95
3352;Quo Vadis ;39
3353;Repo! The Genetic Opera ;92
3354;Valley of the Wolves: Iraq ;164
3355;Pulp Fiction ;59
3356;The Muppet Movie ;121
3357;Nightcrawler ;64
3358;Club Dread ;6
3359;The Sound of Music ;93
3360;Splash ;83
3361;Little Miss Sunshine ;114
3362;Stand by Me ;150
3363;28 Days Later... ;24
3364;You Got Served ;98
3365;Escape from Alcatraz ;43
3366;Brown Sugar ;95
3367;A Thin Line Between Love and Hate ;75
3368;50/50 ;100
3369;Shutter ;11
3371;That Awkward Moment ;82
3372;Modern Problems ;88
3373;Kicks ;146
3374;Much Ado About Nothing ;100
3375;On Her Majesty's Secret Service ;135
3376;The Player             ;57
3377;New Nightmare ;12
3378;Drive Me Crazy ;100
3379;Akeelah and the Bee ;19
3380;Half Baked ;73
3381;New in Town ;82
3383;American Psycho ;59
3384;The Good Girl ;101
3385;Bon Cop Bad Cop ;80
3386;The Boondock Saints II: All Saints Day ;58
3387;The City of Your Final Destination ;101
3388;Enough Said ;100
3389;Easy A ;82
3390;The Inkwell ;100
3391;Shadow of the Vampire ;14
3392;Prom ;114
3393;The Pallbearer ;82
3394;Held Up ;85
3395;Woman on Top ;83
3396;Howards End ;101
3397;Preacher             ;56
3398;Anomalisa ;130
3399;Another Year ;114
3400;8 Women ;92
3401;Showdown in Little Tokyo ;80
3402;Clay Pigeons ;73
3403;It's Kind of a Funny Story ;100
3404;Made in Dagenham ;36
3405;When Did You Last See Your Father? ;41
3406;Prefontaine ;118
3407;The Wicked Lady ;150
3408;The Secret of Kells ;123
3409;Begin Again ;98
3410;Down in the Valley ;54
3411;Brooklyn Rules ;59
3412;Restless ;101
3413;The Singing Detective ;92
3414;The Land Girls ;32
3415;Fido ;87
3416;The Wendell Baker Story ;100
3417;Wild Target ;79
3418;Pathology ;65
3419;Wuthering Heights             ;101
3420;10th & Wolf ;64
3421;Dear Wendy ;75
3422;Aloft ;19
3423;Akira ;140
3424;The Death and Life of Bobby Z ;58
3425;The Rocket: The Legend of Rocket Richard ;117
3426;Swelter ;57
3427;My Lucky Star ;162
3428;Imagine Me & You ;100
3429;Mr. Church ;19
3430;Swimming Pool ;50
3431;Green Street 3: Never Back Down ;163
3432;The Blood of Heroes ;156
3433;Code of Honor ;165
3434;Driving Miss Daisy ;102
3435;Soul Food ;114
3436;Rumble in the Bronx ;77
3437;Far from Men ;21
3438;Thank You for Smoking ;114
3439;Hostel: Part II ;8
3440;An Education ;19
3441;Shopgirl ;101
3442;The Hotel New Hampshire ;100
3443;Narc ;50
3444;Men with Brooms ;115
3445;Witless Protection ;73
3446;The Work and the Glory ;101
3447;Extract ;72
3448;Masked and Anonymous ;96
3449;Alias Betty ;75
3450;Code 46 ;54
3451;Outside Bet ;85
3453;Albert Nobbs ;19
3454;Black November ;57
3455;Ta Ra Rum Pum ;105
3456;Persepolis ;29
3457;The Hole ;7
3458;The Wave ;25
3459;The Neon Demon ;17
3460;Harry Brown ;57
3462;The Omega Code ;138
3463;Juno ;100
3464;Pound of Flesh ;144
3465;Diamonds Are Forever ;135
3466;The Godfather ;59
3467;Flashdance ;94
3468;500 Days of Summer ;100
3469;The Piano ;94
3470;Magic Mike ;114
3471;Darkness Falls ;11
3472;Live and Let Die ;135
3473;My Dog Skip ;109
3474;Definitely, Maybe ;100
3475;Jumping the Broom ;114
3477;Good Night, and Good Luck. ;36
3478;Capote ;43
3479;Desperado ;58
3481;Fargo             ;64
3482;Logan's Run ;155
3483;The Man with the Golden Gun ;135
3484;Action Jackson ;80
3485;The Descent ;18
3486;Michael Jordan to the Max ;71
3487;Devil's Due ;10
3488;Flirting with Disaster ;85
3489;The Devil's Rejects ;65
3490;Buffy the Vampire Slayer             ;163
3491;Dope ;74
3492;In Too Deep ;64
3494;House of 1000 Corpses ;8
3495;Alien Zone ;8
3496;A Serious Man ;114
3497;Get Low ;52
3498;Warlock ;3
3499;Beyond the Lights ;98
3500;A Single Man ;101
3501;The Last Temptation of Christ ;19
3502;Outside Providence ;100
3503;Bride & Prejudice ;95
3504;Rabbit-Proof Fence ;152
3505;Who's Your Caddy? ;116
3506;Split Second ;65
3507;Nikita             ;57
3508;The Other Side of Heaven ;41
3509;Dark Angel             ;141
3510;Veer-Zaara ;94
3511;Redbelt ;118
3512;Cyrus ;100
3513;A Dog of Flanders ;104
3514;Auto Focus ;43
3515;Factory Girl ;41
3516;We Need to Talk About Kevin ;25
3517;The Christmas Candle ;104
3518;The Mighty Macs ;118
3519;Losin' It ;102
3520;Mother and Child ;101
3521;March or Die ;154
3522;Les visiteurs ;88
3523;Somewhere ;114
3524;I Hope They Serve Beer in Hell ;85
3525;Chairman of the Board ;85
3526;Hesher ;19
3527;Dom Hemingway ;74
3528;Gerry ;52
3529;The Heart of Me ;101
3530;Freeheld ;39
3531;The Extra Man ;85
3532;Hard to Be a God ;22
3533;Ca$h ;66
3534;Wah-Wah ;19
3535;The Boondock Saints ;58
3536;Z Storm ;165
3537;Twixt ;51
3538;Snow Queen ;132
3539;Alpha and Omega 4: The Legend of the Saw Toothed Cave ;128
3540;Pale Rider ;20
3541;Stargate: The Ark of Truth ;149
3542;Dazed and Confused ;85
3543;High School Musical 2 ;93
3544;Two Lovers and a Bear ;101
3545;Criminal Activities ;64
3546;Aimee & Jaguar ;29
3547;The Chumscrubber ;114
3548;Shade ;67
3549;House at the End of the Street ;14
3550;Incendies ;32
3551;Remember Me, My Love ;100
3552;Perrier's Bounty ;75
3553;Elite Squad ;57
3554;Annabelle ;10
3555;Bran Nue Dae ;96
3556;Boyz n the Hood ;59
3557;La Bamba ;97
3558;The Four Seasons ;114
3559;Dressed to Kill ;47
3560;The Adventures of Huck Finn ;133
3561;Go ;73
3562;Friends with Money ;100
3563;The Andromeda Strain ;143
3564;Bats ;15
3565;Nowhere in Africa ;41
3566;Shame ;19
3567;Layer Cake ;64
3568;The Work and the Glory II: American Zion ;21
3569;The East ;25
3570;A Home at the End of the World ;101
3571;Aberdeen ;19
3572;The Messenger ;32
3573;Tracker ;151
3574;Control ;97
3575;The Terminator ;156
3576;Good Bye Lenin! ;101
3577;The Damned United ;117
3578;The Return of the Living Dead ;87
3579;Gomorrah             ;64
3580;Mallrats ;82
3581;Grease ;91
3582;Platoon ;34
3583;Fahrenheit 9/11 ;71
3584;Butch Cassidy and the Sundance Kid ;43
3585;Mary Poppins ;120
3586;Ordinary People ;19
3588;West Side Story ;99
3589;Caddyshack ;116
3590;The Brothers ;114
3591;The Wood ;100
3592;The Usual Suspects ;50
3593;A Nightmare on Elm Street 5: The Dream Child ;14
3594;Van Wilder: Party Liaison ;82
3595;The Wrestler ;118
3596;Duel in the Sun ;21
3597;Best in Show ;85
3598;Escape from New York ;156
3599;School Daze ;96
3600;Daddy Day Camp ;107
3601;Mr. Nice Guy ;79
3602;A Mighty Wind ;92
3603;Mystic Pizza ;100
3604;War & Peace             ;32
3605;Sliding Doors ;110
3606;Tales from the Hood ;6
3607;The Last King of Scotland ;37
3608;Halloween 5 ;17
3609;Bernie ;74
3610;Dolphins and Whales 3D: Tribes of the Ocean ;146
3611;Pollock ;41
3612;200 Cigarettes ;100
3613;The Words ;54
3614;Casa de mi Padre ;148
3615;City Island ;114
3616;The Guard ;66
3617;College ;85
3618;The Virgin Suicides ;101
3619;Little Voice ;95
3620;Miss March ;82
3621;Wish I Was Here ;114
3622;Simply Irresistible ;110
3623;Veronica Mars             ;53
3624;Hedwig and the Angry Inch ;96
3625;Only the Strong ;163
3626;Goddess of Love ;13
3627;Shattered Glass ;38
3628;Novocaine ;75
3629;The Business of Strangers ;25
3630;The Wild Bunch ;164
3631;The Wackness ;100
3632;The Great Train Robbery ;136
3633;Morvern Callar ;19
3634;Beastmaster 2: Through the Portal of Time ;159
3635;The 5th Quarter ;117
3636;The Flower of Evil ;19
3637;The Greatest ;101
3638;Snow Flower and the Secret Fan ;38
3639;Come Early Morning ;101
3640;Lucky Break ;72
3641;Julia ;19
3642;Surfer, Dude ;85
3643;Lake of Fire ;70
3644;11:14 ;74
3645;Men of War ;28
3646;Don McKay ;55
3647;Deadfall ;64
3648;A Shine of Rainbows ;104
3649;The Hit List ;144
3650;Emma             ;100
3651;Videodrome ;16
3652;L'auberge espagnole ;114
3653;Song One ;98
3655;Winter in Wartime ;31
3656;Freaky Deaky ;66
3657;The Train ;26
3658;Trade of Innocents ;25
3659;The Protector ;57
3660;Stiff Upper Lips ;85
3661;The Inbetweeners             ;82
3662;Bend It Like Beckham ;115
3663;Sunshine State ;101
3664;Crossover ;163
3665;Khiladi 786 ;77
3666;[Rec] 2 ;8
3667;Standing Ovation ;91
3668;The Sting ;74
3669;Chariots of Fire ;117
3670;Diary of a Mad Black Woman ;100
3671;Shine ;39
3672;Don Jon ;100
3673;High Plains Drifter ;20
3674;Ghost World ;114
3675;Iris ;39
3676;Galaxina ;88
3677;The Chorus ;98
3678;Mambo Italiano ;114
3679;Wonderland ;50
3680;Do the Right Thing ;19
3681;Harvard Man ;75
3682;Le Havre ;114
3683;Irreversible ;50
3684;R100 ;114
3685;Rang De Basanti ;38
3686;Animals ;19
3687;Salvation Boulevard ;145
3688;The Ten ;82
3689;A Room for Romeo Brass ;114
3690;Headhunters ;64
3691;Grabbers ;87
3692;Saint Ralph ;115
3693;Miss Julie ;101
3694;Somewhere in Time ;111
3695;Dum Maaro Dum ;57
3696;Insidious: Chapter 2 ;7
3697;Saw II ;10
3698;10 Cloverfield Lane ;16
3699;Jackass: The Movie ;69
3700;Lights Out ;8
3701;Paranormal Activity 3 ;8
3702;Ouija ;5
3703;A Nightmare on Elm Street 3: Dream Warriors ;3
3705;Instructions Not Included ;114
3706;Paranormal Activity 4 ;8
3707;The Robe ;38
3708;The Return of the Pink Panther ;51
3709;Freddy's Dead: The Final Nightmare ;6
3710;Monster ;42
3711;20,000 Leagues Under the Sea ;125
3712;Paranormal Activity: The Marked Ones ;7
3713;The Elephant Man ;41
3714;Dallas Buyers Club ;41
3715;The Lazarus Effect ;15
3716;Memento ;47
3717;Oculus ;10
3718;Clerks II ;85
3719;Billy Elliot ;98
3720;The Way Way Back ;114
3721;House Party 2 ;95
3722;The Man from Snowy River ;154
3723;Doug's 1st Movie ;131
3724;The Apostle ;19
3725;Mommie Dearest ;41
3726;Our Idiot Brother ;114
3727;Race ;117
3728;The Players Club ;114
3730;As Above, So Below ;11
3731;Addicted ;25
3732;Eve's Bayou ;19
3733;Still Alice ;19
3734;The Egyptian ;38
3735;Nighthawks ;58
3736;Friday the 13th Part VIII: Jason Takes Manhattan ;18
3737;My Big Fat Greek Wedding ;105
3738;Spring Breakers ;59
3739;Halloween: The Curse of Michael Myers ;17
3740;Y Tu Mamá También ;147
3741;Shaun of the Dead ;9
3742;The Haunting of Molly Hartley ;14
3743;Lone Star ;52
3744;Halloween 4: The Return of Michael Myers ;17
3745;April Fool's Day ;10
3746;Diner ;114
3747;Lone Wolf McQuade ;60
3748;Apollo 18 ;16
3749;Sunshine Cleaning ;114
3750;No Escape ;144
3751;The Beastmaster ;160
3752;Solomon and Sheba ;32
3753;Fifty Shades of Black ;85
3754;Not Easily Broken ;101
3755;A Farewell to Arms ;32
3756;The Perfect Match ;82
3757;Digimon: The Movie ;126
3758;Saved! ;114
3759;The Barbarian Invasions ;53
3760;Robin and Marian ;154
3761;The Forsaken ;17
3762;Force 10 from Navarone ;35
3763;UHF ;114
3764;Grandma's Boy ;85
3765;Slums of Beverly Hills ;114
3766;Once Upon a Time in the West ;20
3767;Made ;75
3768;Moon ;22
3769;Keeping Up with the Steins ;85
3770;Sea Rex 3D: Journey to a Prehistoric World ;70
3771;The Sweet Hereafter ;19
3772;Of Gods and Men ;19
3773;Bottle Shock ;114
3774;Jekyll and Hyde... Together Again ;89
3775;Heavenly Creatures ;63
3776;90 Minutes in Heaven ;19
3777;Everything Must Go ;114
3778;Zero Effect ;53
3779;The Machinist ;25
3780;Light Sleeper ;59
3781;Kill the Messenger ;42
3782;Rabbit Hole ;19
3783;Party Monster ;42
3784;Green Room ;65
3785;The Oh in Ohio ;100
3786;Atlas Shrugged: Who Is John Galt? ;22
3787;Bottle Rocket ;74
3788;Albino Alligator ;64
3789;Gandhi, My Father ;36
3790;Standard Operating Procedure ;70
3791;Out of the Blue ;19
3792;Tucker and Dale vs Evil ;9
3793;Lovely, Still ;101
3794;Tycoon ;154
3795;Desert Blue ;19
3796;Decoys ;87
3797;The Visit ;17
3798;Redacted ;26
3799;Fascination ;47
3800;Saving Grace             ;111
3801;Area 51 ;15
3802;Sleep Tight ;14
3803;The Cottage ;65
3804;Dead Like Me: Life After Death ;110
3805;Farce of the Penguins ;130
3806;Flying By ;93
3807;Psych             ;51
3808;Rudderless ;96
3809;Henry & Me ;130
3810;Christmas Eve ;85
3811;We Have Your Husband ;64
3812;Dying of the Light ;25
3813;Born of War ;26
3814;Capricorn One ;140
3815;Should've Been Romeo ;114
3816;Running Forever ;104
3817;Yoga Hosers ;6
3818;Navy Seals vs. Zombies ;1
3819;I Served the King of England ;33
3820;Soul Kitchen ;114
3821;Sling Blade ;19
3822;The Awakening ;17
3823;Hostel ;8
3824;Tristram Shandy: A Cock and Bull Story ;114
3825;Take Shelter ;25
3826;Lady in White ;12
3827;Driving Lessons ;114
3828;Let's Kill Ward's Wife ;73
3829;The Texas Chainsaw Massacre 2 ;9
3830;Pat Garrett & Billy the Kid ;21
3831;Only God Forgives ;59
3832;Camping sauvage ;19
3833;Without Men ;85
3834;Barfi ;82
3835;Dear Frankie ;101
3836;All Hat ;20
3837;The Names of Love ;100
3838;Treading Water ;114
3839;Savage Grace ;19
3840;Out of the Blue ;59
3841;Police Academy ;85
3842;The Blue Lagoon ;154
3843;Four Weddings and a Funeral ;100
3844;Fast Times at Ridgemont High ;114
3845;Moby Dick ;150
3846;25th Hour ;19
3847;Secrets and Lies             ;59
3848;Bound ;62
3849;Requiem for a Dream ;19
3850;State Fair ;91
3851;Tango ;98
3852;Salvador ;31
3853;Moms' Night Out ;85
3854;Donnie Darko ;24
3855;Saving Private Perez ;148
3856;Character ;53
3857;Spun ;74
3858;Life During Wartime ;114
3859;Lady Vengeance ;59
3860;Mozart's Sister ;39
3861;Mean Machine ;115
3862;Exiled ;58
3863;Blackthorn ;164
3864;Lilya 4-Ever ;59
3865;After.Life ;13
3866;Fugly ;25
3867;One Flew Over the Cuckoo's Nest ;19
3868;R.L. Stine's Monsterville: The Cabinet of Souls ;85
3869;Silent Movie ;82
3870;Airlift ;30
3871;Anne of Green Gables             ;104
3872;Falcon Rising ;164
3873;The Sweeney ;60
3874;Sexy Beast ;67
3875;Easy Money ;57
3876;Whale Rider ;104
3877;Paa ;114
3878;Cargo ;47
3880;High School Musical ;93
3881;Animal Kingdom             ;59
3882;Love and Death on Long Island ;114
3883;Night Watch ;7
3884;The Crying Game ;62
3885;Porky's ;85
3886;Survival of the Dead ;8
3887;Night of the Living Dead ;10
3888;Lost in Translation ;19
3889;Annie Hall ;82
3890;The Greatest Show on Earth ;102
3892;Monster's Ball ;101
3893;Maggie ;14
3894;Leaving Las Vegas ;101
3895;Hansel & Gretel Get Baked ;9
3897;The Front Page ;100
3898;The Boy Next Door ;47
3899;Trapeze ;101
3901;The Kids Are All Right ;114
3902;They Live ;15
3903;The Great Escape ;31
3904;What the #$*! Do We (K)now!? ;88
3905;The Last Exorcism Part II ;14
3906;Boyhood ;19
3907;Scoop ;51
3909;The Wash ;85
3910;3 Strikes ;85
3911;The Cooler ;111
3912;The Misfits ;21
3913;The Night Listener ;45
3914;The Jerky Boys ;73
3916;The Orphanage ;55
3917;A Haunted House 2 ;113
3918;The Rules of Attraction ;100
3919;Topaz ;25
3920;Let's Go to Prison ;73
3921;Four Rooms ;113
3922;Secretary ;100
3923;The Real Cancun ;70
3924;Talk Radio ;19
3925;Waiting for Guffman ;85
3926;Love Stinks ;85
3927;You Kill Me ;61
3928;Thumbsucker ;114
3929;Red State ;65
3930;Mirrormask ;146
3931;Samsara ;68
3932;The Barbarians ;146
3933;The Art of Getting By ;101
3934;Zipper ;25
3935;Poolhall Junkies ;25
3936;The Loss of Sexual Innocence ;19
3937;Holy Motors ;111
3938;Joe ;19
3939;Shooting Fish ;72
3940;Prison ;65
3941;Psycho Beach Party ;51
3942;The Big Tease ;85
3943;Buen Día, Ramón ;19
3944;Trust ;64
3945;An Everlasting Piece ;85
3946;Among Giants ;82
3947;Adore ;101
3948;The Velocity of Gary ;100
3949;Mondays in the Sun ;114
3950;Stake Land ;14
3951;Sonny with a Chance             ;105
3952;The Last Time I Committed Suicide ;41
3953;Futuro Beach ;19
3954;Another Happy Day ;114
3955;A Lonely Place to Die ;136
3956;Nothing ;113
3957;The Geographer Drank His Globe Away ;150
3958;1776 ;93
3959;Inescapable ;54
3960;Hell's Angels ;34
3961;Purple Violets ;100
3962;The Veil ;8
3963;The Loved Ones ;17
3964;No Vacancy ;8
3965;How to Fall in Love ;82
3966;The Perfect Wave ;41
3968;A Man for All Seasons ;36
3969;Network ;101
3970;Gone with the Wind ;32
3971;Desert Dancer ;41
3972;Major Dundee ;151
3973;Down for Life ;19
3974;Annie Get Your Gun ;91
3975;Four Lions ;74
3976;House of Sand ;19
3977;Defendor ;74
3978;The Pirate ;91
3979;The Good Heart ;19
3980;The History Boys ;114
3982;M*A*S*H             ;33
3983;Midnight Cowboy ;19
3984;The Full Monty ;96
3985;Airplane! ;85
3986;Chain of Command ;144
3987;Friday ;114
