;movie_title;HCA
1004;Blood Work ;49
1005;The International ;49
1006;Escape from L.A. ;137
1007;Twisted             ;55
1008;The Iron Giant ;127
1009;The Life Aquatic with Steve Zissou ;147
1010;Free State of Jones ;30
1011;The Life of David Gale ;64
1012;Man of the House ;77
1013;Run All Night ;57
1014;Eastern Promises ;45
1015;Into the Blue ;136
1016;The Messenger: The Story of Joan of Arc ;29
1017;Your Highness ;146
1018;Dream House ;55
1019;Mad City ;64
1020;Baby's Day Out ;133
1021;The Scarlet Letter ;101
1022;Fair Game ;42
1023;Defiance             ;141
1024;Domino ;44
1025;Jade ;64
1026;Gamer ;140
1027;Beautiful Creatures ;111
1028;Death to Smoochy ;75
1029;Zoolander 2 ;85
1030;The Big Bounce ;73
1031;What Planet Are You From? ;88
1032;Drive Angry ;3
1033;Street Fighter: The Legend of Chun-Li ;49
1034;The One ;140
1035;Outlander             ;22
1036;The Adventures of Ford Fairlane ;76
1037;Pirate Radio ;96
1038;Traffic ;64
1039;Indiana Jones and the Last Crusade ;160
1040;Anna Karenina ;101
1041;Chappie ;139
1042;The Bone Collector ;50
1043;Panic Room ;64
1044;The Tooth Fairy ;17
1045;Three Kings ;33
1046;Child 44 ;64
1047;Rat Race ;148
1048;K-PAX ;22
1049;Kate & Leopold ;83
1050;Bedazzled ;83
1051;The Cotton Club ;99
1052;3:10 to Yuma ;151
1053;Taken 3 ;144
1054;Out of Sight ;62
1055;The Cable Guy ;75
1056;Earth ;32
1057;Dick Tracy ;61
1058;The Thomas Crown Affair ;61
1059;Riding in Cars with Boys ;40
1060;First Blood ;158
1061;Solaris ;22
1062;Happily N'Ever After ;122
1063;Mary Reilly ;14
1064;My Best Friend's Wedding ;82
1065;America's Sweethearts ;82
1066;Insomnia ;55
1067;Star Trek: First Contact ;149
1068;Jonah Hex ;20
1069;Courage Under Fire ;26
1070;Liar Liar ;83
1071;The Infiltrator ;42
1072;Inchon ;31
1073;The Flintstones ;112
1074;Taken 2 ;58
1075;Scary Movie 3 ;85
1076;Miss Congeniality ;61
1077;Journey to the Center of the Earth ;126
1078;The Princess Diaries 2: Royal Engagement ;105
1079;The Pelican Brief ;50
1080;The Client ;50
1081;The Bucket List ;147
1082;Patriot Games ;144
1083;Monster-in-Law ;82
1084;Prisoners ;50
1085;Training Day ;64
1086;Galaxy Quest ;89
1087;Scary Movie 2 ;85
1088;The Muppets ;121
1089;Blade ;1
1090;Coach Carter ;118
1091;Changing Lanes ;25
1092;Anaconda ;4
1093;Coyote Ugly ;95
1094;Love Actually ;100
1095;A Bug's Life ;122
1096;From Hell ;11
1097;The Specialist ;61
1098;Tin Cup ;115
1099;Yours, Mine and Ours ;107
1100;Kicking & Screaming ;109
1101;The Hitchhiker's Guide to the Galaxy ;89
1102;Fat Albert ;105
1103;Resident Evil: Extinction ;4
1104;Blended ;82
1105;Last Holiday ;147
1106;The River Wild ;136
1107;The Indian in the Cupboard ;103
1108;Savages ;64
1109;Cellular ;58
1110;Johnny English ;76
1111;The Ant Bully ;122
1112;Dune ;155
1113;Across the Universe ;111
1114;Revolutionary Road ;101
1115;16 Blocks ;57
1116;Babylon A.D. ;137
1117;The Glimmer Man ;81
1118;Multiplicity ;86
1119;Aliens in the Attic ;125
1120;The Pledge ;50
1121;The Producers ;92
1123;The Phantom ;78
1124;All the Pretty Horses ;21
1125;Nixon ;36
1126;The Ghost Writer ;47
1127;Deep Rising ;2
1128;Miracle at St. Anna ;26
1129;Curse of the Golden Flower ;101
1130;Bangkok Dangerous ;58
1131;Big Trouble ;66
1132;Love in the Time of Cholera ;101
1133;The Returned             ;10
1134;Shadow Conspiracy ;144
1135;Johnny English Reborn ;76
1136;Foodfight! ;129
1137;Argo ;37
1138;The Fugitive ;136
1139;The Bounty Hunter ;162
1140;Sleepers ;64
1141;Rambo: First Blood Part II ;26
1142;The Juror ;25
1143;Pinocchio ;119
1144;Heaven's Gate ;151
1145;Underworld: Evolution ;138
1146;Victor Frankenstein ;24
1147;Finding Forrester ;19
1148;28 Days ;114
1149;Unleashed ;57
1150;The Sweetest Thing ;82
1151;The Firm ;55
1152;Charlie St. Cloud ;111
1153;The Mechanic ;58
1154;21 Jump Street ;79
1155;Notting Hill ;100
1156;Chicken Run ;133
1157;Along Came Polly ;82
1158;Boomerang ;100
1159;The Heat ;79
1160;Cleopatra ;39
1161;Here Comes the Boom ;77
1162;High Crimes ;50
1163;The Mirror Has Two Faces ;100
1164;The Mothman Prophecies ;13
1165;Brüno ;85
1166;Licence to Kill ;135
1167;Red Riding Hood ;12
1168;15 Minutes ;57
1169;Super Mario Bros. ;125
1170;Lord of War ;64
1171;Hero ;152
1172;One for the Money ;61
1173;The Interview ;85
1174;The Warrior's Way ;20
1175;McHale's Navy             ;33
1176;Micmacs ;79
1177;8 Mile ;98
1178;Animal Kingdom: Let's go Ape ;132
1179;A Knight's Tale ;161
1180;The Medallion ;78
1181;The Sixth Sense ;55
1182;Man on a Ledge ;58
1183;The Big Year ;85
1184;The Karate Kid ;109
1185;American Hustle ;59
1186;The Proposal ;100
1187;Double Jeopardy ;45
1188;Back to the Future Part II ;89
1189;Lucy ;140
1190;Fifty Shades of Grey ;101
1191;Spy Kids 3-D: Game Over ;127
1192;A Time to Kill ;64
1193;Cheaper by the Dozen ;107
1194;Lone Survivor ;26
1195;A League of Their Own ;115
1196;The Conjuring 2 ;11
1197;The Social Network ;41
1198;He's Just Not That Into You ;100
1199;Scary Movie 4 ;85
1200;Scream 3 ;10
1201;Back to the Future Part III ;148
1202;Get Hard ;73
1203;Bram Stoker's Dracula ;5
1204;Julie & Julia ;39
1205;42 ;117
1206;The Talented Mr. Ripley ;64
1207;Dumb and Dumber To ;85
1208;Eight Below ;134
1209;The Intern ;114
1210;Ride Along 2 ;77
1211;The Last of the Mohicans ;153
1212;Ray ;97
1213;Sin City ;67
1214;Vantage Point ;50
1215;I Love You, Man ;82
1216;Shallow Hal ;110
1217;JFK ;37
1218;Big Momma's House 2 ;73
1219;The Mexican ;147
1221;17 Again ;110
1222;The Other Woman ;82
1223;The Final Destination ;8
1224;Bridge of Spies ;37
1225;Behind Enemy Lines ;26
1226;Get Him to the Greek ;92
1227;Shall We Dance ;100
1228;Small Soldiers ;127
1229;Spawn ;1
1230;The Count of Monte Cristo ;153
1231;The Lincoln Lawyer ;64
1232;Unknown ;46
1233;The Prestige ;23
1234;Horrible Bosses 2 ;73
1235;Escape from Planet Earth ;129
1236;Apocalypto ;27
1237;The Living Daylights ;135
1238;Predators ;137
1239;Legal Eagles ;72
1240;Secret Window ;47
1241;The Lake House ;111
1242;The Skeleton Key ;11
1243;The Odd Life of Timothy Green ;110
1244;Made of Honor ;82
1245;Jersey Boys ;97
1246;The Rainmaker ;64
1247;Gothika ;11
1248;Amistad ;38
1249;Medicine Man ;154
1250;Aliens vs. Predator: Requiem ;4
1251;Ri¢hie Ri¢h ;107
1252;Autumn in New York ;101
1253;Music and Lyrics ;91
1254;Paul ;89
1255;The Guilt Trip ;114
1256;Scream 4 ;10
1257;8MM ;47
1258;The Doors ;97
1259;Sex Tape ;85
1260;Hanging Up ;114
1261;Final Destination 5 ;8
1262;Mickey Blue Eyes ;72
1263;Pay It Forward ;19
1264;Fever Pitch ;115
1265;Arthur             ;131
1266;Drillbit Taylor ;114
1267;A Million Ways to Die in the West ;148
1268;The Shadow ;46
1269;Extremely Loud & Incredibly Close ;52
1270;Morning Glory ;100
1271;Get Rich or Die Tryin' ;43
1272;The Art of War ;136
1273;Rent ;94
1274;Bless the Child ;65
1275;The Out-of-Towners ;85
1276;The Island of Dr. Moreau ;15
1277;The Musketeer ;161
1278;The Other Boleyn Girl ;39
1279;Sweet November ;101
1280;The Reaping ;17
1281;Mean Streets ;62
1282;Renaissance Man ;114
1283;Colombiana ;57
1284;The Magic Sword: Quest for Camelot ;121
1285;City by the Sea ;50
1286;At First Sight ;101
1287;Torque ;79
1288;City Hall ;25
1289;Showgirls ;19
1290;Marie Antoinette ;39
1291;Kiss of Death ;58
1292;Get Carter ;57
1293;The Impossible ;25
1294;Ishtar ;76
1295;Fantastic Mr. Fox ;132
1296;Life or Something Like It ;82
1297;Memoirs of an Invisible Man ;86
1298;Amélie ;82
1299;New York Minute ;107
1300;Alfie ;100
1301;Big Miracle ;39
1302;The Deep End of the Ocean ;19
1303;Feardotcom ;65
1304;Cirque du Freak: The Vampire's Assistant ;138
1306;Duplex ;85
1307;Soul Men ;96
1308;Raise the Titanic ;27
1309;Universal Soldier: The Return ;156
1310;Pandorum ;12
1311;Impostor ;23
1312;Extreme Ops ;135
1313;Just Visiting ;88
1314;Sunshine ;143
1315;A Thousand Words ;114
1316;Delgo ;106
1317;The Gunman ;49
1318;Alex Rider: Operation Stormbreaker ;138
1319;Disturbia ;55
1320;Hackers ;75
1321;The Hunting Party ;32
1322;The Hudsucker Proxy ;113
1323;The Warlords ;30
1324;Nomad: The Warrior ;31
1325;Snowpiercer ;141
1326;A Monster in Paris ;106
1327;The Last Shot ;85
1328;The Crow ;3
1329;Baahubali: The Beginning ;158
1330;The Time Traveler's Wife ;22
1331;Because I Said So ;82
1333;Frankenweenie ;129
1334;Serenity ;137
1335;Against the Ropes ;118
1336;Superman III ;157
1337;Grudge Match ;116
1338;Red Cliff ;152
1339;Sweet Home Alabama ;82
1340;The Ugly Truth ;82
1341;Sgt. Bilko ;85
1342;Spy Kids 2: Island of Lost Dreams ;127
1343;Star Trek: Generations ;48
1344;The Grandmaster ;44
1345;Water for Elephants ;101
1346;3rd Rock from the Sun             ;90
1347;Dragon Nest: Warriors' Dawn ;123
1348;The Hurricane ;117
1349;Enough ;64
1350;Heartbreakers ;72
1351;Paul Blart: Mall Cop 2 ;79
1352;Angel Eyes ;101
1353;Joe Somebody ;114
1354;The Ninth Gate ;47
1355;Extreme Measures ;50
1356;Rock Star ;98
1357;Precious ;19
1358;White Squall ;150
1359;The Thing ;16
1360;Riddick ;140
1361;Switchback ;45
1362;Texas Rangers ;151
1363;City of Ember ;125
1364;The Master ;19
1365;Virgin Territory ;148
1366;The Express ;117
1367;The 5th Wave ;137
1368;Creed ;118
1369;The Town ;64
1370;What to Expect When You're Expecting ;100
1371;Burn After Reading ;114
1372;Nim's Island ;125
1373;Rush ;44
1374;Magnolia ;19
1375;Cop Out ;79
1376;How to Be Single ;82
1377;Dolphin Tale ;104
1378;Twilight ;111
1379;John Q ;64
1380;Blue Streak ;80
1381;We're the Millers ;73
1382;Obitaemyy ostrov ;155
1383;Breakdown ;49
1384;Never Say Never Again ;135
1385;Hot Tub Time Machine ;88
1386;Dolphin Tale 2 ;104
1387;Reindeer Games ;61
1388;A Man Apart ;57
1389;Aloha ;100
1390;Ghosts of Mississippi ;38
1391;Snow Falling on Cedars ;54
1392;The Rite ;13
1393;Gattaca ;24
1394;Isn't She Great ;40
1395;Space Chimps ;129
1396;Head of State ;85
1397;The Hangover ;85
1398;Ip Man 3 ;44
1399;Austin Powers: The Spy Who Shagged Me ;76
1400;Batman ;164
1401;There Be Dragons ;29
1402;Lethal Weapon 3 ;58
1403;The Blind Side ;117
1404;Rush Hour             ;79
1405;Spy Kids ;127
1406;Horrible Bosses ;73
1407;True Grit ;151
1408;The Devil Wears Prada ;100
1409;Star Trek: The Motion Picture ;48
1410;Identity Thief ;73
1411;Cape Fear ;67
1412;21 ;64
1413;Trainwreck ;82
1414;Guess Who ;82
1415;The English Patient ;32
1416;L.A. Confidential ;50
1417;Sky High ;90
1418;In & Out ;85
1419;Species ;4
1420;A Nightmare on Elm Street ;8
1421;The Cell ;15
1422;The Man in the Iron Mask ;164
1423;Secretariat ;117
1424;TMNT ;127
1425;Radio ;117
1426;Friends with Benefits ;82
1427;Neighbors 2: Sorority Rising ;85
1428;Saving Mr. Banks ;36
1429;Malcolm X ;39
1430;This Is 40 ;85
1431;Old Dogs ;107
1432;Underworld: Rise of the Lycans ;138
1433;License to Wed ;82
1434;The Benchwarmers ;116
1435;Must Love Dogs ;82
1436;Donnie Brasco ;43
1437;Resident Evil ;2
1438;Poltergeist ;5
1439;The Ladykillers ;66
1440;Max Payne ;49
1441;In Time ;140
1442;The Back-up Plan ;82
1443;Something Borrowed ;100
1444;Hit the Floor             ;101
1445;Black Knight ;146
1446;The Bad News Bears ;109
1447;Street Fighter ;145
1448;The Pianist ;29
1450;The Nativity Story ;103
1451;House of Wax ;8
1452;Closer ;101
1453;J. Edgar ;43
1454;Mirrors ;10
1455;Queen of the Damned ;5
1456;Predator 2 ;2
1457;Untraceable ;64
1458;Blast from the Past ;86
1459;Flash Gordon ;155
1460;Jersey Girl ;100
1461;Alex Cross ;46
1462;Midnight in the Garden of Good and Evil ;50
1463;Heist ;58
1464;Nanny McPhee Returns ;112
1465;Hoffa ;43
1466;The X Files: I Want to Believe ;23
1467;Ella Enchanted ;105
1468;Concussion ;117
1469;Abduction ;46
1470;Valiant ;132
1471;Wonder Boys ;114
1472;Superhero Movie ;145
1473;Broken City ;64
1474;Cursed ;9
1475;Premium Rush ;58
1476;Hot Pursuit ;79
1477;The Four Feathers ;154
1478;Parker ;61
1479;Wimbledon ;116
1480;Furry Vengeance ;107
1481;Bait ;2
1482;Krull ;160
1483;Lions for Lambs ;26
1484;Flight of the Intruder ;26
1485;Walk Hard: The Dewey Cox Story ;92
1486;The Shipping News ;19
1487;American Outlaws ;20
1488;The Young Victoria ;39
1489;Whiteout ;46
1490;The Tree of Life ;111
1491;Knock Off ;145
1492;Sabotage ;57
1493;The Order ;46
1494;Punisher: War Zone ;57
1495;Zoom ;126
1496;The Walk ;42
1497;Warriors of Virtue ;160
1498;A Good Year ;100
1499;Luther             ;50
1500;Radio Flyer ;19
1501;Blood In, Blood Out ;59
1502;Smilla's Sense of Snow ;141
1503;Femme Fatale ;50
1504;Lion of the Desert ;29
1505;The Horseman on the Roof ;154
1506;Ride with the Devil ;21
1507;Biutiful ;19
1509;Bandidas ;79
1510;Black Water Transit ;59
1511;The Maze Runner ;48
1512;Unfinished Business ;85
1513;The Age of Innocence ;101
1514;The Fountain ;22
1515;Chill Factor ;145
1516;Stolen ;57
1517;Ponyo ;123
1518;The Longest Ride ;101
1519;The Astronaut's Wife ;24
1520;I Dreamed of Africa ;154
1521;Playing for Keeps ;116
1522;Mandela: Long Walk to Freedom ;36
1523;Reds ;39
1524;A Few Good Men ;25
1525;Exit Wounds ;81
1526;Big Momma's House ;79
1527;Thunder and the House of Magic ;122
1528;The Darkest Hour ;4
1529;Step Up Revolution ;94
1530;Snakes on a Plane ;136
1531;The Watcher ;45
1532;The Punisher ;57
1533;Goal! The Dream Begins ;118
1534;Safe ;58
1535;Pushing Tin ;100
1536;Star Wars: Episode VI - Return of the Jedi ;159
1537;Doomsday ;140
1538;The Reader ;101
1539;Wanderlust ;85
1540;Elf ;105
1541;Phenomenon ;22
1542;Snow Dogs ;108
1543;Scrooged ;110
1544;Nacho Libre ;109
1545;Bridesmaids ;82
1546;This Is the End ;113
1547;Stigmata ;8
1548;Men of Honor ;41
1549;Takers ;58
1550;The Big Wedding ;85
1551;Big Mommas: Like Father, Like Son ;79
1552;Source Code ;47
1553;Alive ;42
1554;The Number 23 ;47
1555;The Young and Prodigious T.S. Spivet ;134
1556;1941 ;33
1557;Dreamer: Inspired by a True Story ;109
1558;A History of Violence ;64
1559;Transporter 2 ;58
1560;The Quick and the Dead ;20
1561;Laws of Attraction ;82
1562;Bringing Out the Dead ;25
1563;Repo Men ;139
1564;Dragon Wars: D-War ;4
1565;Bogus ;112
1566;The Incredible Burt Wonderstone ;85
1567;Cats Don't Dance ;120
1568;Cradle Will Rock ;19
1569;The Good German ;55
1570;George and the Dragon ;78
1571;Apocalypse Now ;34
1572;Going the Distance ;82
1573;Mr. Holland's Opus ;98
1574;Criminal ;139
1575;Out of Africa ;39
1576;Flight ;25
1577;Moonraker ;137
1578;The Grand Budapest Hotel ;76
1579;Hearts in Atlantis ;52
1580;Arachnophobia ;6
1581;Frequency ;139
1583;Vacation ;148
1584;Get Shorty ;66
1585;Chicago ;92
1586;Big Daddy ;114
1587;American Pie 2 ;85
1588;Toy Story ;122
1589;Speed ;136
1590;The Vow ;101
1591;Extraordinary Measures ;19
1592;Remember the Titans ;117
1593;The Hunt for Red October ;135
1594;Lee Daniels' The Butler ;41
1595;Dodgeball: A True Underdog Story ;116
1596;The Addams Family ;113
1597;Ace Ventura: When Nature Calls ;148
1598;The Princess Diaries ;105
1599;The First Wives Club ;85
1600;Se7en ;50
1601;District 9 ;140
1602;The SpongeBob SquarePants Movie ;122
1603;Mystic River ;50
1604;Million Dollar Baby ;118
1605;Analyze This ;73
1606;The Notebook ;101
1607;27 Dresses ;82
1608;Hannah Montana: The Movie ;93
1609;Rugrats in Paris: The Movie ;106
1610;The Prince of Tides ;101
1611;Legends of the Fall ;21
1612;Up in the Air ;101
1613;About Schmidt ;114
1614;Warm Bodies ;9
1615;Looper ;139
1616;Down to Earth ;113
1617;Babe ;102
1618;Hope Springs ;100
1619;Forgetting Sarah Marshall ;100
1620;Friday Night Lights             ;118
1621;Four Brothers ;49
1622;Baby Mama ;82
1623;Hope Floats ;101
1624;Bride Wars ;82
1625;Without a Paddle ;51
1626;13 Going on 30 ;83
1627;Midnight in Paris ;83
1628;The Nut Job ;132
1629;Blow ;43
1630;Message in a Bottle ;101
1631;Star Trek V: The Final Frontier ;137
1632;Like Mike ;109
1633;Naked Gun 33 1/3: The Final Insult ;73
1634;A View to a Kill ;135
1635;The Curse of the Were-Rabbit ;129
1636;P.S. I Love You ;101
1637;Racing Stripes ;108
1638;Atonement ;32
1639;Letters to Juliet ;100
1640;Black Rain ;58
1641;The Three Stooges ;85
1642;Corpse Bride ;119
1643;Glory Road ;117
1644;Sicario ;49
1645;Southpaw ;118
1646;Drag Me to Hell ;17
1647;The Age of Adaline ;111
1648;Secondhand Lions ;102
1649;Step Up 3D ;94
1650;Blue Crush ;118
1651;Stranger Than Fiction ;110
1652;30 Days of Night ;8
1653;The Cabin in the Woods ;12
1654;Meet the Spartans ;85
1655;Midnight Run ;80
1656;The Running Man ;139
1657;Little Shop of Horrors ;92
1658;Hanna ;28
1659;The Family             ;52
1660;Mortal Kombat: Annihilation ;138
1661;Larry Crowne ;100
1662;Carrie ;5
1663;Take the Lead ;98
1664;Entourage             ;114
1665;Gridiron Gang ;60
1666;What's the Worst That Could Happen? ;73
1667;9 ;149
1668;Side Effects ;64
1669;The Prince and Me ;105
1670;Winnie the Pooh ;121
1671;Dumb and Dumberer: When Harry Met Lloyd ;85
1672;Bulworth ;100
1673;Get on Up ;97
1674;One True Thing ;19
1675;Virtuosity ;139
1676;My Super Ex-Girlfriend ;86
1677;Deliver Us from Evil ;11
1678;Sanctum ;150
1679;Little Black Book ;100
1680;The Five-Year Engagement ;82
1681;Mr 3000 ;115
1682;The Next Three Days ;62
1683;Ultraviolet ;4
1684;Assault on Precinct 13 ;57
1685;The Replacement Killers ;58
1686;Fled ;151
1687;Eight Legged Freaks ;1
1688;Love & Other Drugs ;100
1689;88 Minutes ;50
1690;North Country ;19
1691;The Whole Ten Yards ;66
1692;Splice ;14
1693;Howard the Duck ;162
1694;Pride and Glory ;64
1695;The Cave ;18
1696;Alex & Emma ;82
1697;Wicker Park ;54
1698;Fright Night ;9
1699;The New World ;39
1700;Wing Commander ;155
1701;In Dreams ;7
1702;Dragonball: Evolution ;138
1703;The Last Stand ;58
1704;Godsend ;24
1705;Chasing Liberty ;82
1706;Hoodwinked Too! Hood vs. Evil ;131
1707;An Unfinished Life ;19
1708;The Imaginarium of Doctor Parnassus ;56
1709;Barney's Version ;114
1710;Trapped             ;64
1711;Runner Runner ;67
1712;Antitrust ;57
1713;Glory ;31
1714;Once Upon a Time in America ;59
1715;Dead Man Down ;57
1716;The Merchant of Venice ;101
1717;The Good Thief ;61
1718;Supercross ;163
1719;Miss Potter ;39
1720;The Promise ;3
1721;DOA: Dead or Alive ;164
1722;The Assassination of Jesse James by the Coward Robert Ford ;43
1723;1911 ;152
1724;Little Nicholas ;107
1725;Wild Card ;57
1726;Machine Gun Preacher ;44
1727;Animals United ;131
1728;The Color of Freedom ;36
1729;United Passions ;38
1730;Grace of Monaco ;39
1731;A Warrior's Tail ;123
1732;Ripley's Game ;50
1733;Sausage Party ;123
1734;Pitch Perfect 2 ;92
1735;Walk the Line ;39
1736;12 Monkeys             ;149
1737;Keeping the Faith ;100
1738;The Borrowers ;125
1739;Frost/Nixon ;19
1740;Confessions of a Dangerous Mind ;63
1741;Serving Sara ;82
1742;The Boss ;85
1743;Cry Freedom ;36
1744;Mumford ;114
1745;Seed of Chucky ;6
1746;The Jacket ;23
1747;Aladdin ;120
1748;Straight Outta Compton ;43
1749;Indiana Jones and the Temple of Doom ;164
1750;The Rugrats Movie ;121
1751;Along Came a Spider ;64
1752;Florence Foster Jenkins ;40
1753;Once Upon a Time in Mexico ;58
1754;Die Hard ;144
1755;Role Models ;85
1756;The Big Short ;36
1757;Taking Woodstock ;96
1758;Miracle ;38
1759;Dawn of the Dead ;4
1760;The Wedding Planner ;82
1761;Harlock: Space Pirate ;90
1762;The Royal Tenenbaums ;114
1763;Identity ;47
1764;Last Vegas ;82
1765;For Your Eyes Only ;135
1766;Serendipity ;82
1767;Timecop ;139
1768;Zoolander ;85
1769;Safe Haven ;54
1770;Hocus Pocus ;112
1771;No Reservations ;100
1772;Kick-Ass ;77
1773;30 Minutes or Less ;79
1774;Dracula 2000 ;3
1775;Alexander and the Terrible, Horrible, No Good, Very Bad Day ;107
1776;Pride & Prejudice ;101
1777;Blade Runner ;143
1778;Rob Roy ;41
1779;3 Days to Kill ;28
1780;We Own the Night ;64
1781;Lost Souls ;14
1782;Winged Migration ;70
1783;Just My Luck ;83
1784;Mystery, Alaska ;115
1785;The Spy Next Door ;128
1786;A Simple Wish ;112
1787;Ghosts of Mars ;2
1788;Our Brand Is Crisis ;114
1789;Pride and Prejudice and Zombies ;1
1790;Kundun ;29
1791;How to Lose Friends & Alienate People ;100
1792;Kick-Ass 2 ;79
1793;Captain Alatriste: The Spanish Musketeer ;31
1794;Brick Mansions ;57
1795;Octopussy ;135
1796;Knocked Up ;82
1797;My Sister's Keeper ;19
1798;Welcome Home, Roscoe Jenkins ;100
1799;A Passage to India ;152
1800;Notes on a Scandal ;62
1801;Rendition ;25
1802;Limitless             ;139
1803;Star Trek VI: The Undiscovered Country ;137
1804;Divine Secrets of the Ya-Ya Sisterhood ;19
1806;Kiss the Girls ;50
1807;The Blues Brothers ;76
1808;The Sisterhood of the Traveling Pants 2 ;102
1809;Joyful Noise ;92
1810;About a Boy ;100
1811;Lake Placid ;1
1812;Lucky Number Slevin ;50
1813;The Right Stuff ;152
1814;Anonymous ;37
1815;The NeverEnding Story ;103
1816;Dark City ;56
1817;The Duchess ;39
1818;The Honeymooners             ;107
1819;Return to Oz ;124
1820;The Newton Boys ;60
1821;Case 39 ;11
1822;Suspect Zero ;50
1823;Martian Child ;102
1824;Spy Kids: All the Time in the World in 4D ;127
1825;Money Monster ;64
1826;Formula 51 ;80
1827;Flawless ;74
1828;Mindhunters ;45
1829;What Just Happened ;114
1830;The Statement ;25
1831;The Magic Flute ;94
1832;Paul Blart: Mall Cop ;79
1833;Freaky Friday ;120
1834;The 40-Year-Old Virgin ;82
1835;Shakespeare in Love ;100
1836;A Walk Among the Tombstones ;50
1837;Kindergarten Cop ;79
1838;Pineapple Express ;79
1839;Ever After: A Cinderella Story ;100
1840;Open Range ;21
1841;Flatliners ;24
1842;It's Always Sunny in Philadelphia             ;85
1843;A Bridge Too Far ;31
1844;Red Eye ;47
1845;Final Destination 2 ;17
1846;O Brother, Where Art Thou? ;76
1847;Legion ;3
1848;Pain & Gain ;74
1849;In Good Company ;100
1850;Clockstoppers ;145
1851;Silverado ;60
1852;Brothers ;25
1853;Agent Cody Banks 2: Destination London ;162
1854;New Year's Eve ;82
1855;Original Sin ;54
1856;The Raven ;45
1857;Welcome to Mooseport ;82
1858;Highlander: The Final Dimension ;161
1859;Blood and Wine ;64
1860;Snow White: A Tale of Terror ;5
1861;The Curse of the Jade Scorpion ;51
1862;Accidental Love ;82
1863;Flipper ;134
1864;Self/less ;48
1865;The Constant Gardener ;54
1866;The Passion of the Christ ;19
1867;Mrs. Doubtfire ;102
1868;Rain Man ;19
1869;Gran Torino ;19
1870;W. ;36
1871;Taken ;144
1872;The Best of Me ;101
1873;The Bodyguard ;163
1874;Schindler's List ;36
1875;The Help ;19
1876;The Fifth Estate ;42
1877;Scooby-Doo 2: Monsters Unleashed ;124
1878;Viy ;56
1879;Freddy vs. Jason ;4
1880;The Face of an Angel ;19
1881;Jimmy Neutron: Boy Genius ;127
1882;Cloverfield ;2
1883;Teenage Mutant Ninja Turtles II: The Secret of the Ooze ;127
1884;The Untouchables ;64
1885;No Country for Old Men ;64
1886;Ride Along ;61
1887;Bridget Jones's Diary ;100
1888;Chocolat ;101
1889;Legally Blonde 2: Red, White & Blonde ;85
1890;Parental Guidance ;107
1891;No Strings Attached ;82
1892;Tombstone ;30
1893;Romeo Must Die ;58
1894;The Omen ;10
1895;Final Destination 3 ;8
1896;The Lucky One ;101
1897;Bridge to Terabithia ;103
1898;Finding Neverland ;117
1899;A Madea Christmas ;114
1900;The Grey ;27
1901;Hide and Seek ;13
1902;Anchorman: The Legend of Ron Burgundy ;85
1903;Goodfellas ;43
1904;Agent Cody Banks ;61
1905;Nanny McPhee ;112
1906;Scarface ;59
1907;Nothing to Lose ;76
1908;The Last Emperor ;36
1909;Contraband ;57
1910;Money Talks ;80
1911;There Will Be Blood ;19
1912;The Wild Thornberrys Movie ;122
1913;Rugrats Go Wild ;120
1914;Undercover Brother ;77
1915;The Sisterhood of the Traveling Pants ;102
1916;Kiss of the Dragon ;57
1917;The House Bunny ;82
1918;Beauty Shop ;85
1919;Million Dollar Arm ;117
1920;The Giver ;22
1921;What a Girl Wants ;102
1922;Jeepers Creepers II ;8
1923;Good Luck Chuck ;82
1924;Cradle 2 the Grave ;57
1925;The Hours ;101
1926;She's the Man ;82
1927;Mr. Bean's Holiday ;107
1928;Anacondas: The Hunt for the Blood Orchid ;4
1929;Blood Ties ;64
1930;August Rush ;98
1931;Elizabeth ;36
1932;Bride of Chucky ;9
1933;Tora! Tora! Tora! ;30
1934;Spice World ;91
1935;The Sitter ;85
1936;Dance Flick ;76
1937;The Shawshank Redemption ;59
1938;Crocodile Dundee in Los Angeles ;76
1939;Kingpin ;116
1940;The Gambler ;64
1941;August: Osage County ;19
1942;Ice Princess ;109
1943;A Lot Like Love ;100
1944;Eddie the Eagle ;117
1945;He Got Game ;118
1946;Don Juan DeMarco ;100
1947;Shaun the Sheep             ;131
1948;Dear John ;32
1949;The Losers ;49
1950;Don't Be Afraid of the Dark ;7
1951;War ;58
1952;Punch-Drunk Love ;75
1953;EuroTrip ;85
1954;Half Past Dead ;58
1955;Unaccompanied Minors ;106
1956;Bright Lights, Big City ;19
1957;The Adventures of Pinocchio ;119
1958;The Greatest Game Ever Played ;38
1959;The Box ;56
1960;The Ruins ;8
1961;The Next Best Thing ;100
1962;My Soul to Take ;11
1963;The Girl Next Door ;100
1964;Maximum Risk ;61
1965;Stealing Harvard ;73
1966;Legend ;37
1967;Hot Rod ;85
1968;Shark Night 3D ;17
1969;Angela's Ashes ;19
1970;Draft Day ;118
1971;Lifeforce ;4
1972;The Powerpuff Girls             ;129
1973;The Conspirator ;38
1974;Lords of Dogtown ;117
1975;The 33 ;36
1976;Big Trouble in Little China ;78
1977;A Perfect Plan ;82
1978;Warrior ;118
1979;Michael Collins ;26
1980;Gettysburg ;31
1981;Stop-Loss ;34
1982;Abandon ;54
1983;Brokedown Palace ;55
1984;The Possession ;17
1985;Mrs. Winterbourne ;100
1986;Straw Dogs ;28
